Ambito,Postazione,Competenza,Strada,Km,Latitudine,Longitudine
ANAS,376,TORINO,SS28,23+398,44.435592,7.790213
ANAS,2238,TORINO,SS28,48+522,44.398338,7.980045
ANAS,2239,TORINO,SS28,59+225,44.351867,8.055955
ANAS,501026,TORINO,SS32,24+717,45.657937,8.618936
ANAS,2211,TORINO,SS33,120+767,46.090062,8.293312
ANAS,10032,TORINO,SS33,126+759,46.140403,8.309652
ANAS,2210,TORINO,SS33,56+681,45.719848,8.61982
ANAS,400,TORINO,SS33,66+989,45.775903,8.542835
ANAS,2247,TORINO,SS33,98+202,45.97809,8.418352
ANAS,501018,TORINO,SS335,5+172,45.04359,6.777913
ANAS,3552,TORINO,SS336,23+490,45.67002,8.651675
ANAS,1387,TORINO,SS337,15+019,46.134133,8.452688
ANAS,1386,TORINO,SS337,26+222,46.138223,8.574462
ANAS,405,TORINO,SS34,39+255,46.101348,8.696621
ANAS,404,TORINO,SS34,5+906,45.943613,8.499372
ANAS,501030,TORINO,SS393,6+121,44.955168,7.714113
ANAS,501031,TORINO,SS589,20+564,44.958822,7.411425
ANAS,3554,TORINO,SS659,22+653,46.309565,8.37728
ANAS,3553,TORINO,SS659,4+682,46.187172,8.321737
ANAS,501021D,TORINO,SS702,3+384,44.68654,7.82814
ANAS,501021A,TORINO,SS702,3+466,44.685632,7.828268
ANAS,501024A,TORINO,SS703,15+468,45.424365,8.609156
ANAS,501024D,TORINO,SS703,15+478,45.42422,8.609031
ANAS,501025D,TORINO,SS703,5+154,45.47807,8.646872
ANAS,501025A,TORINO,SS703,5+181,45.477736,8.646713
ANAS,501020,TORINO,SS704,1+282,44.41703,7.828813
ANAS,501023D,TORINO,SS706,5+290,44.948987,8.224087
ANAS,501023A,TORINO,SS706,5+293,44.949028,8.224388
ANAS,920045,TRIESTE,A0,21+011,45.657177,13.833085
ANAS,920046,TRIESTE,A0,24+261,45.633502,13.835538
ANAS,920042,TRIESTE,A0,32+596,45.604727,13.824638
ANAS,920043,TRIESTE,A0,34+007,45.597885,13.80943
ANAS,920044A,TRIESTE,A0,35+858,45.584804,13.798094
ANAS,920044D,TRIESTE,A0,35+859,45.584814,13.797777
ANAS,920024,TRIESTE,RA13,13+898,45.701302,13.781498
ANAS,920025,TRIESTE,RA13,18+715,45.674975,13.818505
ANAS,920026,TRIESTE,RA13,19+752,45.666973,13.825377
ANAS,920022,TRIESTE,RA13,3+992,45.748762,13.681005
ANAS,920023,TRIESTE,RA13,4+146,45.747998,13.682675
ANAS,920027,TRIESTE,RA14,0+945,45.694125,13.826108
ANAS,920028,TRIESTE,SS13,216+343,46.506362,13.520165
ANAS,920029,TRIESTE,SS13,228+383,46.531668,13.638577
ANAS,920030,TRIESTE,SS14,164+779,45.638168,13.870147
ANAS,920034A,TRIESTE,SS202,2+504,45.623968,13.780481
ANAS,920034D,TRIESTE,SS202,2+508,45.623976,13.780858
ANAS,920035,TRIESTE,SS202,8+751,45.612027,13.8449
ANAS,920031,TRIESTE,SS52BIS,28+832,46.594873,12.95472
ANAS,920039,TRIESTE,SS52BIS,7+620,46.46675,13.027043
ANAS,920038,TRIESTE,SS54,104+363,46.497332,13.70088
ANAS,920032,TRIESTE,SS54,19+585,46.108223,13.467217
ANAS,920040,TRIESTE,SS54,7+240,46.08459,13.318843
ANAS,920037,TRIESTE,SS54,81+991,46.419115,13.572257
ANAS,920033,TRIESTE,SS55,12+573,45.879277,13.580235
ANAS,15101A,UFF. SP. COSENZA,A2,0+205,40.765,14.7887
ANAS,15101D,UFF. SP. COSENZA,A2,0+410,40.7658,14.7888
ANAS,900012,UFF. SP. COSENZA,A2,11+594,40.698497,14.81921
ANAS,900012_NEW,UFF. SP. COSENZA,A2,12+012,40.6986,14.822
ANAS,15026,UFF. SP. COSENZA,A2,120+038,40.201357,15.686545
ANAS,901002A,UFF. SP. COSENZA,A2,135+314,40.1006,15.8016
ANAS,901002D,UFF. SP. COSENZA,A2,135+314,40.1006,15.8016
ANAS,901002,UFF. SP. COSENZA,A2,137+271,40.092745,15.822103
ANAS,15105D,UFF. SP. COSENZA,A2,163+933,39.9136,15.9646
ANAS,15105A,UFF. SP. COSENZA,A2,164+454,39.9076,15.9621
ANAS,18004A,UFF. SP. COSENZA,A2,178+875,39.863762,16.090443
ANAS,18004D,UFF. SP. COSENZA,A2,179+968,39.867572,16.100613
ANAS,18014A,UFF. SP. COSENZA,A2,206+892,39.751657,16.224082
ANAS,18014D,UFF. SP. COSENZA,A2,207+158,39.751033,16.22451
ANAS,1893,UFF. SP. COSENZA,A2,210+718,39.721432,16.239393
ANAS,1893D,UFF. SP. COSENZA,A2,214+116,39.693075,16.234967
ANAS,1893A,UFF. SP. COSENZA,A2,214+523,39.6895,16.2295
ANAS,1888A,UFF. SP. COSENZA,A2,22+136,40.639,14.9034
ANAS,1888D,UFF. SP. COSENZA,A2,22+331,40.6394,14.9036
ANAS,18013A,UFF. SP. COSENZA,A2,232+565,39.542863,16.226033
ANAS,18013D,UFF. SP. COSENZA,A2,235+582,39.519678,16.212817
ANAS,1894D,UFF. SP. COSENZA,A2,245+467,39.4373,16.2406
ANAS,1894A,UFF. SP. COSENZA,A2,245+660,39.4339,16.2408
ANAS,1894,UFF. SP. COSENZA,A2,246+722,39.424367,16.241815
ANAS,18016D_NEW,UFF. SP. COSENZA,A2,263+197,39.28269,16.245068
ANAS,18016A,UFF. SP. COSENZA,A2,264+213,39.273718,16.247127
ANAS,901001,UFF. SP. COSENZA,A2,288+234,39.102115,16.243353
ANAS,901001D,UFF. SP. COSENZA,A2,288+962,39.0982,16.2391
ANAS,15104A,UFF. SP. COSENZA,A2,29+181,40.61776,14.980985
ANAS,15104D,UFF. SP. COSENZA,A2,29+366,40.618086,14.981006
ANAS,901001A,UFF. SP. COSENZA,A2,290+893,39.086592,16.220667
ANAS,1895,UFF. SP. COSENZA,A2,306+171,38.994852,16.136463
ANAS,1895D,UFF. SP. COSENZA,A2,306+767,38.9911,16.1387
ANAS,1895A,UFF. SP. COSENZA,A2,306+947,38.9884,16.1399
ANAS,18003A,UFF. SP. COSENZA,A2,338+674,38.782392,16.217772
ANAS,18003D,UFF. SP. COSENZA,A2,338+808,38.782478,16.218202
ANAS,15107A,UFF. SP. COSENZA,A2,355+558,38.660128,16.188252
ANAS,15107D,UFF. SP. COSENZA,A2,355+571,38.660032,16.188332
ANAS,1896A,UFF. SP. COSENZA,A2,372+604,38.5525,16.0696
ANAS,1896D,UFF. SP. COSENZA,A2,381+992,38.4909,16.01
ANAS,1896,UFF. SP. COSENZA,A2,383+095,38.481623,16.001123
ANAS,3033,UFF. SP. COSENZA,A2,384+731,38.469635,15.9915
ANAS,3033A,UFF. SP. COSENZA,A2,387+737,38.4511,15.9667
ANAS,3033D,UFF. SP. COSENZA,A2,389+312,38.4454,15.9529
ANAS,1897,UFF. SP. COSENZA,A2,400+226,38.376342,15.870775
ANAS,1897D,UFF. SP. COSENZA,A2,402+204,38.3612,15.8651
ANAS,1897A,UFF. SP. COSENZA,A2,402+895,38.354,15.8679
ANAS,15108A,UFF. SP. COSENZA,A2,426+749,38.23787,15.678582
ANAS,15108D,UFF. SP. COSENZA,A2,431+616,38.2105,15.644
ANAS,1889A,UFF. SP. COSENZA,A2,49+783,40.6269,15.2062
ANAS,1889,UFF. SP. COSENZA,A2,49+969,40.62742,15.205968
ANAS,1889D,UFF. SP. COSENZA,A2,49+972,40.62737,15.206017
ANAS,671,UFF. SP. COSENZA,A2,5+005,40.726977,14.775768
ANAS,671D,UFF. SP. COSENZA,A2,5+689,40.7211,14.7777
ANAS,671A,UFF. SP. COSENZA,A2,6+963,40.707198,14.779293
ANAS,1890D,UFF. SP. COSENZA,A2,61+293,40.5954,15.322
ANAS,1890A,UFF. SP. COSENZA,A2,64+475,40.5735,15.3474
ANAS,1890,UFF. SP. COSENZA,A2,65+399,40.569087,15.353997
ANAS,1891,UFF. SP. COSENZA,A2,86+858,40.468015,15.538405
ANAS,15102A,UFF. SP. COSENZA,A2DIR-NA,1+401,40.686527,14.769635
ANAS,15102D,UFF. SP. COSENZA,A2DIR-NA,2+124,40.68536,14.76174
ANAS,1898A,UFF. SP. COSENZA,A2DIR-RC,7+987,38.1379,15.6603
ANAS,1898D,UFF. SP. COSENZA,A2DIR-RC,8+067,38.137201,15.66027
ANAS,1898,UFF. SP. COSENZA,A2DIR-RC,8+166,38.136418,15.659708
ANAS,180322,UFF. SP. COSENZA,SS738,0+706,38.210052,15.635627
ANAS,920017,UFF. SP. COSENZA,SS740,0+322,38.139683,15.659508
ANAS,10040,VENEZIA,NSA215,56+500,46.317592,12.316377
ANAS,950040_NEW,VENEZIA,SS12,304+052,45.517178,10.821261
ANAS,197,VENEZIA,SS12,309+859,45.564888,10.825828
ANAS,3189,VENEZIA,SS12VAR,1+536,45.25387,11.01403
ANAS,208,VENEZIA,SS13,13+004,45.58728,12.234072
ANAS,209,VENEZIA,SS13,44+777,45.85897,12.26184
ANAS,920074,VENEZIA,SS13,62+268,45.94249,12.44436
ANAS,3191,VENEZIA,SS14,14+485,45.537105,12.398713
ANAS,218,VENEZIA,SS14,24+492,45.587507,12.469048
ANAS,219,VENEZIA,SS14,47+222,45.699007,12.672272
ANAS,3192,VENEZIA,SS14,69+199,45.77867,12.911327
ANAS,505071,VENEZIA,SS14VAR,6+596,45.783648,12.860071
ANAS,505069,VENEZIA,SS14VAR-A,3+108,45.599727,12.527958
ANAS,505070,VENEZIA,SS14VAR-B,1+553,45.602106,12.59476
ANAS,230,VENEZIA,SS16,14+541,45.296247,11.790098
ANAS,231,VENEZIA,SS16,31+401,45.157603,11.756597
ANAS,505056A,VENEZIA,SS16,42+849,45.066435,11.805646
ANAS,505056D,VENEZIA,SS16,42+853,45.066371,11.805901
ANAS,233,VENEZIA,SS16,65+223,44.910493,11.652853
ANAS,1334,VENEZIA,SS309,112+494,45.363595,12.137612
ANAS,1332,VENEZIA,SS309,68+175,45.034353,12.23908
ANAS,1333,VENEZIA,SS309,86+469,45.19221,12.275363
ANAS,3186D,VENEZIA,SS434,23+402,45.285237,11.194058
ANAS,1563D,VENEZIA,SS434,4+450,45.389118,11.023567
ANAS,1563A,VENEZIA,SS434,5+320,45.383183,11.03073
ANAS,3476D,VENEZIA,SS434,66+595,45.030365,11.5689
ANAS,3476,VENEZIA,SS434,66+601,45.030395,11.56901
ANAS,3476A,VENEZIA,SS434,67+519,45.026648,11.57925
ANAS,462,VENEZIA,SS47,39+676,45.73756,11.764778
ANAS,481,VENEZIA,SS50,15+863,46.111127,12.124722
ANAS,480,VENEZIA,SS50,2+505,46.172145,12.256667
ANAS,482,VENEZIA,SS50BIS-VAR,15+129,46.007218,11.875208
ANAS,2404,VENEZIA,SS50BIS-VAR,3+781,45.968738,11.754263
ANAS,486,VENEZIA,SS51,1+706,45.916267,12.322058
ANAS,920075,VENEZIA,SS51,112+164,46.599715,12.113782
ANAS,487,VENEZIA,SS51,19+515,46.051607,12.314997
ANAS,489,VENEZIA,SS51,33+616,46.153235,12.319612
ANAS,490,VENEZIA,SS51,46+733,46.243285,12.29606
ANAS,491,VENEZIA,SS51,79+105,46.413168,12.312862
ANAS,492,VENEZIA,SS51,96+419,46.493933,12.17974
ANAS,1703,VENEZIA,SS516,20+481,45.288077,12.068702
ANAS,505067,VENEZIA,SS516DIR,3+714,45.323876,12.023922
ANAS,494,VENEZIA,SS51BIS,9+119,46.47323,12.432988
ANAS,499,VENEZIA,SS52,101+490,46.616898,12.475813
ANAS,920076,VENEZIA,SS52,64+208,46.454125,12.513482
ANAS,3193,VENEZIA,SS52,79+217,46.518032,12.46525
ANAS,498,VENEZIA,SS52,85+016,46.538225,12.52161
ANAS,503,VENEZIA,SS53,14+538,45.618213,11.70598
