Ambito,Postazione,Competenza,Strada,Km,Latitudine,Longitudine
ANAS,862,CAGLIARI,SS554,15+701,39.261327,9.23213
ANAS,3523,CAGLIARI,SS554,4+829,39.265077,9.12524
ANAS,965,CAMPOBASSO,SS158,24+589,41.631925,14.098317
ANAS,258,CAMPOBASSO,SS16,531+081,42.037668,14.842822
ANAS,260,CAMPOBASSO,SS16,554+317,41.93983,15.0721
ANAS,288,CAMPOBASSO,SS17,160+203,41.698295,14.152417
ANAS,289,CAMPOBASSO,SS17,197+995,41.53017,14.39459
ANAS,10012,CAMPOBASSO,SS17VAR-A,8+837,41.68832,14.19797
ANAS,1107,CAMPOBASSO,SS212,58+817,41.48751,14.83998
ANAS,1108,CAMPOBASSO,SS212,94+142,41.616776,14.879716
ANAS,514094,CAMPOBASSO,SS627,70+183,41.589303,14.166525
ANAS,2148,CAMPOBASSO,SS645,1+306,41.561188,14.686582
ANAS,963,CAMPOBASSO,SS645,27+389,41.524923,14.932871
ANAS,514097,CAMPOBASSO,SS647,28+948,41.66251,14.640098
ANAS,3485,CAMPOBASSO,SS647,48+739,41.77278,14.78451
ANAS,10011,CAMPOBASSO,SS647,9+720,41.54471,14.52966
ANAS,3520,CAMPOBASSO,SS647DIR-B,11+210,41.64176,14.64257
ANAS,3486,CAMPOBASSO,SS650,10+869,41.656862,14.336763
ANAS,3506,CAMPOBASSO,SS652,8+652,41.703182,14.142568
ANAS,97,CAMPOBASSO,SS6DIR,5+722,41.441517,14.014217
ANAS,10009,CAMPOBASSO,SS709,2+644,42.0138,14.92498
ANAS,514100,CAMPOBASSO,SS710,4+096,41.5709,14.6835
ANAS,514093,CAMPOBASSO,SS747,14+797,41.709192,14.519923
ANAS,514098,CAMPOBASSO,SS748,1+190,41.765303,14.787125
ANAS,514096,CAMPOBASSO,SS751,6+695,41.605633,14.589962
ANAS,632,CAMPOBASSO,SS85,35+267,41.555828,14.168287
ANAS,514095A,CAMPOBASSO,SS85VAR,2+440,41.463125,14.078755
ANAS,514095D,CAMPOBASSO,SS85VAR,3+944,41.474703,14.088157
ANAS,2140,CAMPOBASSO,SS87,115+561,41.4546,14.58227
ANAS,2141,CAMPOBASSO,SS87,126+748,41.51843,14.61168
ANAS,648,CAMPOBASSO,SS87,150+066,41.6161,14.6915
ANAS,10010,CAMPOBASSO,SS87,213+996,41.91813,14.98028
ANAS,2146,CAMPOBASSO,SS87,215+591,41.932053,14.985368
ANAS,514099,CAMPOBASSO,SS87VAR,2+791,41.687954,14.850818
ANAS,19112,CATANIA,0,25+120,37.247433,15.148786
ANAS,19108,CATANIA,A1,9+642,37.343985,15.042139
ANAS,10061,CATANIA,A19,157+319,37.55709,14.691663
ANAS,19006,CATANIA,RA15,19+442,37.434067,15.028223
ANAS,19105,CATANIA,RA15,7+410,37.5275,15.03175
ANAS,19094,CATANIA,SS113,111+367,38.113609,14.716572
ANAS,786,CATANIA,SS113,124+221,38.059773,14.616642
ANAS,10049,CATANIA,SS113,16+333,38.234397,15.472957
ANAS,780,CATANIA,SS113,20+600,38.244035,15.448577
ANAS,782,CATANIA,SS113,47+444,38.143785,15.194435
ANAS,19097,CATANIA,SS113,56+793,38.116142,15.11811
ANAS,783,CATANIA,SS113,72+972,38.139249,14.997816
ANAS,779,CATANIA,SS113,8+034,38.205257,15.520388
ANAS,784,CATANIA,SS113,90+020,38.169118,14.88663
ANAS,3209,CATANIA,SS113,97+973,38.151868,14.808278
ANAS,19099,CATANIA,SS113DIR,18+502,38.290293,15.563507
ANAS,799,CATANIA,SS113DIR,25+092,38.29073,15.51132
ANAS,19115,CATANIA,SS114,106+167,37.433446,15.065539
ANAS,19107,CATANIA,SS114,116+118,37.34792,15.08255
ANAS,19110,CATANIA,SS114,119+865,37.315505,15.090812
ANAS,19125,CATANIA,SS114,142+293,37.146778,15.167462
ANAS,19127,CATANIA,SS114,154+013,37.059995,15.225825
ANAS,900019,CATANIA,SS114,17+014,38.051887,15.473139
ANAS,19100,CATANIA,SS114,22+623,38.014003,15.434975
ANAS,19101,CATANIA,SS114,41+816,37.891557,15.319362
ANAS,400001,CATANIA,SS114,45+120,37.86809,15.297681
ANAS,19103,CATANIA,SS114,57+543,37.804298,15.217932
ANAS,900002,CATANIA,SS114,72+871,37.678695,15.172763
ANAS,19104,CATANIA,SS114,83+843,37.589067,15.169178
ANAS,19109,CATANIA,SS114DIR,9+853,37.318903,15.030112
ANAS,821,CATANIA,SS115,287+496,36.990224,14.442036
ANAS,19137,CATANIA,SS115,301+790,36.955153,14.575273
ANAS,19136,CATANIA,SS115,310+413,36.937527,14.620335
ANAS,19135,CATANIA,SS115,316+256,36.929062,14.658937
ANAS,19134,CATANIA,SS115,332+192,36.865965,14.719855
ANAS,19132,CATANIA,SS115,346+656,36.808393,14.830533
ANAS,19130,CATANIA,SS115,358+252,36.796592,14.93366
ANAS,19131,CATANIA,SS115,366+380,36.849323,14.994685
ANAS,19129,CATANIA,SS115,374+728,36.878968,15.058222
ANAS,825,CATANIA,SS115,394+649,36.96895,15.18968
ANAS,19128,CATANIA,SS115,401+961,37.01258,15.2512
ANAS,828,CATANIA,SS116,3+792,37.895893,14.955412
ANAS,19096,CATANIA,SS116,32+559,38.035998,14.876818
ANAS,19095,CATANIA,SS116,50+221,38.100747,14.786245
ANAS,835,CATANIA,SS117BIS,83+277,37.131213,14.305737
ANAS,844,CATANIA,SS120,174+509,37.853743,14.846608
ANAS,845,CATANIA,SS120,192+518,37.874183,15.032135
ANAS,846,CATANIA,SS120,208+162,37.816973,15.161775
ANAS,19091,CATANIA,SS121,48+338,37.653312,14.730455
ANAS,847,CATANIA,SS121,7+973,37.521937,14.996557
ANAS,19075,CATANIA,SS121,83+112,37.648247,14.418762
ANAS,19124,CATANIA,SS124,113+033,37.07096,15.201493
ANAS,860,CATANIA,SS124,27+354,37.219577,14.604102
ANAS,19123,CATANIA,SS124,86+614,37.071948,14.969128
ANAS,859,CATANIA,SS124,9+070,37.267565,14.465553
ANAS,861,CATANIA,SS124,94+050,37.10529,15.022383
ANAS,19098,CATANIA,SS185,1+041,38.116915,15.144523
ANAS,1030,CATANIA,SS185,42+849,37.93876,15.108653
ANAS,3220,CATANIA,SS185,52+595,37.89267,15.15893
ANAS,1032,CATANIA,SS185,62+752,37.852715,15.22589
ANAS,19073,CATANIA,SS192,14+356,37.541495,14.429212
ANAS,1053,CATANIA,SS192,38+208,37.564067,14.6488
ANAS,1054,CATANIA,SS192,67+447,37.45243,14.874675
ANAS,19007,CATANIA,SS193,0+854,37.239638,15.157763
ANAS,19133,CATANIA,SS194,100+408,36.820882,14.775753
ANAS,19114,CATANIA,SS194,22+108,37.262632,14.930398
ANAS,1057,CATANIA,SS194,34+715,37.210918,14.83009
ANAS,1058,CATANIA,SS194,52+295,37.12235,14.74479
ANAS,1059,CATANIA,SS194,68+838,37.040837,14.794982
ANAS,822,CATANIA,SS194,91+019,36.884333,14.737833
ANAS,1279,CATANIA,SS284,32+745,37.66285,14.864725
ANAS,1278,CATANIA,SS284,5+293,37.833333,14.900333
ANAS,3117,CATANIA,SS287,1+463,37.046212,14.943547
ANAS,1285,CATANIA,SS287,18+268,36.94871,15.048233
ANAS,1286,CATANIA,SS288,11+684,37.425657,14.71634
ANAS,1287,CATANIA,SS288,46+722,37.41541,14.42921
ANAS,1289,CATANIA,SS289,44+917,37.868037,14.690625
ANAS,1288,CATANIA,SS289,5+286,38.045118,14.59645
ANAS,1484,CATANIA,SS385,10+858,37.33747,14.944703
ANAS,1485,CATANIA,SS385,39+979,37.278313,14.66777
ANAS,1486,CATANIA,SS385,53+462,37.228052,14.555998
ANAS,19117,CATANIA,SS417,1+266,37.204448,14.381403
ANAS,19116,CATANIA,SS417,38+159,37.354953,14.703397
ANAS,3121,CATANIA,SS417,69+511,37.45872,14.99981
ANAS,3122,CATANIA,SS514,18+670,37.085389,14.642175
ANAS,19120,CATANIA,SS514,34+545,37.182733,14.719898
ANAS,19121,CATANIA,SS514,37+252,37.182272,14.748608
ANAS,19119,CATANIA,SS683,1+004,37.186038,14.681597
ANAS,920013,CATANZARO,RA4,0+079,38.129305,15.65869
ANAS,720,CATANZARO,SS106,11+638,38.025562,15.655013
ANAS,723,CATANZARO,SS106,131+876,38.408947,16.551922
ANAS,18027,CATANZARO,SS106,158+075,38.6353,16.549637
ANAS,18025,CATANZARO,SS106,166+060,38.700798,16.534445
ANAS,724,CATANZARO,SS106,175+094,38.766093,16.56401
ANAS,725,CATANZARO,SS106,216+209,38.945053,16.927368
ANAS,726,CATANZARO,SS106,236+162,39.0002,17.075394
ANAS,727,CATANZARO,SS106,264+521,39.236647,17.10316
ANAS,900013,CATANZARO,SS106,273+605,39.316955,17.109017
ANAS,728,CATANZARO,SS106,305+514,39.514484,16.918641
ANAS,18022,CATANZARO,SS106,319+626,39.595433,16.801657
ANAS,18020,CATANZARO,SS106,327+158,39.606497,16.718293
ANAS,10000,CATANZARO,SS106,36+335,37.922903,15.836739
ANAS,18005,CATANZARO,SS106,371+869,39.787073,16.473053
ANAS,3384,CATANZARO,SS106,392+422,39.934058,16.601077
ANAS,18001D,CATANZARO,SS106,401+174,40.004513,16.609332
ANAS,18001A,CATANZARO,SS106,401+771,40.009912,16.609225
ANAS,18031,CATANZARO,SS106,61+612,37.949823,16.087653
ANAS,721,CATANZARO,SS106,84+220,38.132202,16.161312
ANAS,722,CATANZARO,SS106,94+216,38.201655,16.23226
ANAS,739,CATANZARO,SS106RADD,17+679,39.663985,16.512083
ANAS,740,CATANZARO,SS106RADD,26+228,39.734312,16.476675
ANAS,19111D,CATANZARO,SS106VAR,0+125,40.023474,16.602395
ANAS,19111A,CATANZARO,SS106VAR,0+216,40.02404,16.601952
ANAS,19106D,CATANZARO,SS106VAR-A,12+953,38.862075,16.621563
ANAS,19106A,CATANZARO,SS106VAR-A,12+963,38.862012,16.62167
ANAS,19113A,CATANZARO,SS106VAR-A,6+692,38.836508,16.568648
ANAS,19113D,CATANZARO,SS106VAR-A,6+712,38.836573,16.568455
ANAS,900014,CATANZARO,SS107,129+666,39.145403,17.04694
ANAS,3002,CATANZARO,SS107,18+303,39.34689,16.161595
ANAS,3034,CATANZARO,SS107,21+676,39.346353,16.19788
ANAS,3004,CATANZARO,SS107,35+153,39.29561,16.277095
ANAS,18017,CATANZARO,SS107,41+605,39.31186,16.328108
ANAS,744,CATANZARO,SS107,45+428,39.29513,16.34478
ANAS,18018,CATANZARO,SS107,65+834,39.333449,16.465213
ANAS,745,CATANZARO,SS107,76+328,39.309155,16.574073
ANAS,3035,CATANZARO,SS107,93+941,39.262858,16.748763
ANAS,3036,CATANZARO,SS107,96+968,39.249668,16.776993
ANAS,753,CATANZARO,SS108BIS,33+591,39.239905,16.475637
ANAS,754,CATANZARO,SS108BIS,42+549,39.249718,16.54538
ANAS,752,CATANZARO,SS108BIS,9+194,39.13431,16.42756
ANAS,3167,CATANZARO,SS109,76+490,39.019847,16.567332
ANAS,3169,CATANZARO,SS109BIS,11+222,38.94688,16.58178
ANAS,3495,CATANZARO,SS109BIS,19+213,38.899225,16.588143
ANAS,18019,CATANZARO,SS177,39+626,39.44361,16.613495
ANAS,1009,CATANZARO,SS177,7+243,39.370118,16.511793
ANAS,900015,CATANZARO,SS179,5+794,39.168263,16.537087
ANAS,3172,CATANZARO,SS179DIR,13+816,39.07245,16.565922
ANAS,3000,CATANZARO,SS18,255+006,39.845257,15.796935
ANAS,18006,CATANZARO,SS18,279+112,39.645517,15.839882
ANAS,308,CATANZARO,SS18,284+232,39.604952,15.86164
ANAS,3385,CATANZARO,SS18,297+440,39.514475,15.939303
ANAS,18015,CATANZARO,SS18,319+656,39.340517,16.044437
ANAS,3421,CATANZARO,SS18,328+457,39.263713,16.059825
ANAS,3422,CATANZARO,SS18,355+143,39.031525,16.102605
ANAS,3417,CATANZARO,SS18,376+284,38.91075,16.261485
ANAS,900017,CATANZARO,SS18,387+836,38.82425,16.227853
ANAS,313,CATANZARO,SS18,426+647,38.745302,16.18759
ANAS,314,CATANZARO,SS18,440+710,38.67074,16.083148
ANAS,18028,CATANZARO,SS18,458+801,38.547947,16.037678
ANAS,18029,CATANZARO,SS18,469+958,38.478766,15.964247
ANAS,18033,CATANZARO,SS18,470+716,38.476202,15.956332
ANAS,315,CATANZARO,SS18,473+088,38.46134,15.93726
ANAS,316,CATANZARO,SS18,482+107,38.396563,15.88451
ANAS,317,CATANZARO,SS18,492+703,38.324393,15.840328
ANAS,318,CATANZARO,SS18,511+432,38.253387,15.72389
ANAS,1025,CATANZARO,SS182,12+205,38.66097,16.09887
ANAS,1020,CATANZARO,SS182,13+499,38.65348,16.099898
ANAS,1026,CATANZARO,SS182,19+621,38.636615,16.119888
ANAS,1022,CATANZARO,SS182,23+007,38.63498,16.147045
ANAS,3174,CATANZARO,SS182,3+103,38.705542,16.123548
ANAS,1021,CATANZARO,SS182,30+672,38.607772,16.186143
ANAS,1027,CATANZARO,SS182,62+309,38.640547,16.34129
ANAS,1023,CATANZARO,SS182,71+871,38.665048,16.397797
ANAS,1024,CATANZARO,SS182,79+469,38.688883,16.452025
ANAS,18026,CATANZARO,SS182,80+116,38.689942,16.458763
ANAS,18024A,CATANZARO,SS280,14+503,38.907202,16.411278
ANAS,18024D,CATANZARO,SS280,15+788,38.910763,16.425203
ANAS,3386,CATANZARO,SS280,2+040,38.916308,16.277828
ANAS,3418,CATANZARO,SS280,29+898,38.899348,16.574748
ANAS,3017,CATANZARO,SS283,0+207,39.47117,15.975513
ANAS,19102,CATANZARO,SS283,2+972,39.466473,15.987488
ANAS,18011,CATANZARO,SS283,23+464,39.564397,16.103273
ANAS,18010,CATANZARO,SS283,35+622,39.613072,16.211957
ANAS,18009,CATANZARO,SS283,42+557,39.660547,16.261738
ANAS,18008,CATANZARO,SS283,49+299,39.706628,16.303217
ANAS,18012,CATANZARO,SS283,8+397,39.476053,16.006843
ANAS,18007,CATANZARO,SS283VAR,3+251,39.588385,16.176745
ANAS,19126,CATANZARO,SS283VAR,5+359,39.601432,16.194577
ANAS,3018,CATANZARO,SS481,24+000,40.055465,16.451123
ANAS,18002,CATANZARO,SS481,43+065,39.960602,16.614503
ANAS,18021,CATANZARO,SS531,2+892,39.583332,16.764342
ANAS,1720,CATANZARO,SS531,6+725,39.551822,16.7627
ANAS,3006,CATANZARO,SS534,17+516,39.723257,16.440125
ANAS,3001,CATANZARO,SS616,16+240,39.100443,16.248803
ANAS,18023,CATANZARO,SS616,2+937,39.119373,16.359222
ANAS,3462,CATANZARO,SS660,31+062,39.46841,16.451207
ANAS,3461,CATANZARO,SS660,7+118,39.482782,16.292122
ANAS,900018,CATANZARO,SS682,0+719,38.473,16.001088
ANAS,3396,CATANZARO,SS682,26+602,38.35844,16.227167
ANAS,18030,CATANZARO,SS682,37+423,38.296612,16.311028
ANAS,920014,CATANZARO,SS682DIR,0+406,38.47599,15.988533
ANAS,18034,CATANZARO,SS682DIR,0+406,38.47599,15.988533
ANAS,180321,CATANZARO,SS740,0+328,38.139651,15.659412
ANAS,409004,FIRENZE,RA3,23+487,43.472253,11.153466
ANAS,10030D,FIRENZE,RA3,39+126,43.582062,11.202945
ANAS,10030A,FIRENZE,RA3,39+177,43.582583,11.203076
ANAS,10029,FIRENZE,RA3,6+750,43.389623,11.262397
ANAS,3460,FIRENZE,RA6,10+041,43.21825,11.922105
ANAS,9,FIRENZE,SS1,136+403,42.41622,11.31394
ANAS,10,FIRENZE,SS1,154+409,42.534253,11.185227
ANAS,11A,FIRENZE,SS1,174+195,42.7035,11.13751
ANAS,11D,FIRENZE,SS1,174+780,42.70808,11.14086
ANAS,12D,FIRENZE,SS1,216+620,42.9503,10.890814
ANAS,12A,FIRENZE,SS1,216+702,42.9505,10.8898
ANAS,409016,FIRENZE,SS1,238+412,42.979071,10.649923
ANAS,13,FIRENZE,SS1,255+759,43.105247,10.546512
ANAS,10057A,FIRENZE,SS1,279+010,43.307186,10.542969
ANAS,10057D,FIRENZE,SS1,279+387,43.309643,10.539697
ANAS,14,FIRENZE,SS1,311+534,43.516617,10.332178
ANAS,16,FIRENZE,SS1,346+834,43.797128,10.314785
ANAS,187,FIRENZE,SS12,38+624,43.947472,10.505862
ANAS,188,FIRENZE,SS12,66+975,44.03967,10.745212
ANAS,189,FIRENZE,SS12,78+770,44.109595,10.735227
ANAS,207,FIRENZE,SS12RADD,7+597,43.801612,10.484485
ANAS,409007,FIRENZE,SS146,9+709,43.028069,11.875764
ANAS,409006,FIRENZE,SS2,165+545,42.975389,11.706332
ANAS,409010,FIRENZE,SS2,188+166,43.0665,11.5691
ANAS,409101,FIRENZE,SS2,202+066,43.14738,11.47548
ANAS,409102,FIRENZE,SS2,221+677,43.27923,11.35268
ANAS,10027,FIRENZE,SS223,29+738,43.012945,11.288267
ANAS,1128,FIRENZE,SS223,3+976,42.831102,11.142172
ANAS,409005,FIRENZE,SS223,61+751,43.249597,11.298519
ANAS,409220,FIRENZE,SS258,29+796,43.716667,12.195903
ANAS,409137,FIRENZE,SS258,4+377,43.60849,12.11026
ANAS,409015,FIRENZE,SS398,15+808,43.1239,10.7587
ANAS,409144,FIRENZE,SS398,29+550,43.061,10.66342
ANAS,1509,FIRENZE,SS398,41+236,42.991033,10.571425
ANAS,2451,FIRENZE,SS3BIS,142+813,43.603788,12.088513
ANAS,409161,FIRENZE,SS439,100+650,43.37049,10.80499
ANAS,409002,FIRENZE,SS439,109+732,43.320591,10.85157
ANAS,409157,FIRENZE,SS439,15+773,43.86435,10.34841
ANAS,409011,FIRENZE,SS439,153+784,43.0728,10.9206
ANAS,409162,FIRENZE,SS439,171+878,42.960035,10.796986
ANAS,409158,FIRENZE,SS439,25+346,43.85678,10.43867
ANAS,409166,FIRENZE,SS439,40+882,43.793648,10.577575
ANAS,409159,FIRENZE,SS439,55+771,43.6803,10.63077
ANAS,409160,FIRENZE,SS439,67+457,43.59946,10.66066
ANAS,409156,FIRENZE,SS439,7+783,43.90162,10.28061
ANAS,409013,FIRENZE,SS439DIR,0+501,43.4717,10.7692
ANAS,518,FIRENZE,SS62,13+392,44.19939,9.954672
ANAS,519,FIRENZE,SS62,35+191,44.360627,9.899337
ANAS,526,FIRENZE,SS63,11+809,44.21287,10.09206
ANAS,527,FIRENZE,SS63,16+742,44.237135,10.125648
ANAS,530,FIRENZE,SS64,5+956,43.987308,10.911783
ANAS,409110,FIRENZE,SS65,13+546,43.86798,11.29463
ANAS,409111,FIRENZE,SS65,26+608,43.96495,11.29842
ANAS,409112,FIRENZE,SS65,42+305,44.07684,11.28093
ANAS,409009,FIRENZE,SS65,53+408,44.141308,11.328299
ANAS,409109,FIRENZE,SS65,9+518,43.83807,11.28935
ANAS,409115,FIRENZE,SS66,43+017,43.979353,10.874811
ANAS,409014,FIRENZE,SS66,60+263,44.0423,10.8274
ANAS,409001,FIRENZE,SS665,90+700,44.291688,10.077452
ANAS,547,FIRENZE,SS67,111+914,43.850562,11.516537
ANAS,548,FIRENZE,SS67,121+544,43.913808,11.561938
ANAS,543,FIRENZE,SS67,24+844,43.662072,10.684172
ANAS,544,FIRENZE,SS67,37+698,43.688802,10.825753
ANAS,3459,FIRENZE,SS67,56+523,43.733608,11.025042
ANAS,7000546,FIRENZE,SS67,96+853,43.780615,11.407927
ANAS,2454,FIRENZE,SS679,1+968,43.464918,11.839112
ANAS,551,FIRENZE,SS67BIS,5+601,43.657972,10.5054
ANAS,409116,FIRENZE,SS68,1+963,43.33298,10.52904
ANAS,409012,FIRENZE,SS68,18+905,43.3297,10.7051
ANAS,409003,FIRENZE,SS68,33+506,43.3895,10.8418
ANAS,409117,FIRENZE,SS68,40+867,43.395847,10.886878
ANAS,409017,FIRENZE,SS680,4+176,43.350642,11.758035
ANAS,1371A,FIRENZE,SS715,37+946,43.240682,11.723972
ANAS,1371D,FIRENZE,SS715,38+780,43.23406,11.728791
ANAS,10028,FIRENZE,SS715,8+573,43.30673,11.444915
ANAS,409008,FIRENZE,SS719,13+834,43.889977,11.017578
ANAS,574,FIRENZE,SS73,119+037,43.330162,11.69609
ANAS,575,FIRENZE,SS73,136+918,43.42184,11.822787
ANAS,576_BIS,FIRENZE,SS73,149+574,43.42353,11.939803
ANAS,577,FIRENZE,SS73,175+335,43.531768,12.08961
ANAS,17,GENOVA,SS1,393+289,44.091888,9.994188
ANAS,307001,GENOVA,SS1,431+507,44.19788,9.766158
ANAS,307002,GENOVA,SS1,457+568,44.25401,9.553588
ANAS,307003,GENOVA,SS1,485+166,44.325062,9.303108
ANAS,307007,GENOVA,SS1,500+762,44.343898,9.177832
ANAS,307004,GENOVA,SS1,551+556,44.393668,8.664982
ANAS,307005,GENOVA,SS1,592+296,44.189148,8.412509
ANAS,307006,GENOVA,SS1,617+481,44.04673,8.206777
ANAS,307008,GENOVA,SS1,642+831,43.89361,8.073513
ANAS,307009,GENOVA,SS1,658+623,43.843142,7.915863
ANAS,307010,GENOVA,SS1,691+026,43.793532,7.582968
ANAS,3022,GENOVA,SS1DIR,2+094,43.783998,7.545502
ANAS,90003,GENOVA,SS1VAR-A,0+251,44.130692,9.782332
ANAS,350,GENOVA,SS20,143+068,43.849725,7.579169
ANAS,3030,GENOVA,SS28,118+948,43.985775,7.970203
ANAS,378,GENOVA,SS28,98+882,44.083447,7.872945
ANAS,507005,GENOVA,SS29VAR,0+815,44.369355,8.29406
ANAS,448,GENOVA,SS45,26+895,44.500118,9.138792
ANAS,10031,GENOVA,SS717,5+843,44.029842,8.131892
ANAS,3433,L'AQUILA,RA12,11+297,42.421047,14.170335
ANAS,3433D,L'AQUILA,RA12,11+795,42.424945,14.173292
ANAS,3433A,L'AQUILA,RA12,12+719,42.431907,14.179205
ANAS,920051,L'AQUILA,SS150,18+564,42.626933,13.815471
ANAS,948,L'AQUILA,SS153,15+899,42.285915,13.739403
ANAS,962,L'AQUILA,SS158,4+835,41.721258,14.033018
ANAS,2105,L'AQUILA,SS16,398+737,42.834005,13.914922
ANAS,251,L'AQUILA,SS16,422+222,42.648857,14.033693
ANAS,254,L'AQUILA,SS16,477+697,42.31552,14.436355
ANAS,255,L'AQUILA,SS16,490+253,42.239228,14.52975
ANAS,256,L'AQUILA,SS16,498+357,42.199117,14.607998
ANAS,257,L'AQUILA,SS16,510+337,42.165978,14.701478
ANAS,286,L'AQUILA,SS17,103+925,42.013985,13.943962
ANAS,287,L'AQUILA,SS17,145+325,41.8009,14.10031
ANAS,2123,L'AQUILA,SS17,15+615,42.35268,13.200613
ANAS,513147,L'AQUILA,SS17,25+836,42.362572,13.304002
ANAS,3478,L'AQUILA,SS17,52+707,42.317483,13.582333
ANAS,284,L'AQUILA,SS17,60+595,42.278447,13.657177
ANAS,2106,L'AQUILA,SS17,90+862,42.117738,13.876752
ANAS,920052,L'AQUILA,SS260,0+806,42.415953,13.304353
ANAS,513141,L'AQUILA,SS263,23+855,42.2363,14.178492
ANAS,513079,L'AQUILA,SS263,9+900,42.331701,14.254641
ANAS,920047,L'AQUILA,SS5,134+972,42.063197,13.628025
ANAS,513084,L'AQUILA,SS539,0+925,42.287613,14.046002
ANAS,513085,L'AQUILA,SS553,33+296,42.56523,14.05613
ANAS,513073,L'AQUILA,SS578,53+207,42.11097,13.312018
ANAS,513089,L'AQUILA,SS584,4+429,42.3292,13.321803
ANAS,920049,L'AQUILA,SS5QUATER,15+759,42.121067,13.187748
ANAS,513080,L'AQUILA,SS649,6+026,42.3816,14.2413
ANAS,513101,L'AQUILA,SS650,35+327,41.787143,14.526572
ANAS,3430,L'AQUILA,SS650,57+270,41.910198,14.6519
ANAS,3429,L'AQUILA,SS650,76+162,42.04824,14.762448
ANAS,513076,L'AQUILA,SS652,28+491,41.850882,14.19967
ANAS,3431,L'AQUILA,SS652,75+415,42.187707,14.468933
ANAS,513137,L'AQUILA,SS656,1+110,42.382293,14.156384
ANAS,920053,L'AQUILA,SS690,8+319,41.98473,13.409947
ANAS,513090,L'AQUILA,SS696,40+494,42.125633,13.512572
ANAS,513136A,L'AQUILA,SS714,10+244,42.435682,14.213543
ANAS,513135,L'AQUILA,SS714,18+687,42.4076,14.299
ANAS,252,L'AQUILA,SS714,4+046,42.472297,14.167123
ANAS,513136D,L'AQUILA,SS714,9+957,42.435488,14.209978
ANAS,513087,L'AQUILA,SS80,31+460,42.497128,13.386008
ANAS,2108,L'AQUILA,SS80,93+044,42.708132,13.894525
ANAS,513142,L'AQUILA,SS80,95+646,42.715758,13.924043
ANAS,513144,L'AQUILA,SS80DIR,1+417,42.39337,13.303945
ANAS,920050A,L'AQUILA,SS80RACC,2+335,42.679167,13.760272
ANAS,920050D,L'AQUILA,SS80RACC,2+449,42.680041,13.761113
ANAS,619,L'AQUILA,SS81,115+803,42.386838,13.976017
ANAS,2112,L'AQUILA,SS81,180+035,42.159123,14.248515
ANAS,615,L'AQUILA,SS81,27+288,42.707588,13.663155
ANAS,616,L'AQUILA,SS81,41+890,42.646185,13.753012
ANAS,2110,L'AQUILA,SS81,76+438,42.555213,13.895862
ANAS,618,L'AQUILA,SS81,90+182,42.497945,13.939725
ANAS,513139,L'AQUILA,SS83,12+591,41.974997,13.655913
ANAS,513074,L'AQUILA,SS83,49+552,41.781667,13.845515
ANAS,3528,L'AQUILA,SS83,76+412,41.737537,14.040035
ANAS,628,L'AQUILA,SS84,54+217,42.115435,14.333506
ANAS,513078,L'AQUILA,SS84,87+613,42.2866,14.4332
ANAS,513075,L'AQUILA,SS84,9+221,41.921668,14.108675
ANAS,3188,MILANO,SS12,241+439,45.08063,11.13623
ANAS,1151,MILANO,SS233,65+434,45.930688,8.822505
ANAS,1384,MILANO,SS336,5+061,45.643176,8.792637
ANAS,10036,MILANO,SS336DIR,8+247,45.590748,8.714518
ANAS,3397,MILANO,SS340,10+913,45.887578,9.14111
ANAS,1391,MILANO,SS340,47+378,46.024357,9.0827
ANAS,1392,MILANO,SS340DIR,8+969,46.08112,9.27638
ANAS,1394,MILANO,SS341,12+957,45.523715,8.72775
ANAS,3399,MILANO,SS342,67+783,45.770563,8.985768
ANAS,1402,MILANO,SS344,8+013,45.882375,8.878272
ANAS,303001A,MILANO,SS36,10+366,45.566537,9.244093
ANAS,3415,MILANO,SS36,106+464,46.224448,9.447918
ANAS,303001D,MILANO,SS36,12+611,45.586062,9.250037
ANAS,10034,MILANO,SS36,129+428,46.380167,9.355828
ANAS,303002A,MILANO,SS36,17+013,45.618142,9.224245
ANAS,303002D,MILANO,SS36,17+119,45.619107,9.224008
ANAS,416,MILANO,SS36,23+269,45.67368,9.21951
ANAS,303005A,MILANO,SS36,27+727,45.709643,9.228032
ANAS,303005D,MILANO,SS36,27+806,45.710323,9.227613
ANAS,303003A,MILANO,SS36,34+500,45.757317,9.275443
ANAS,303003D,MILANO,SS36,34+650,45.75841,9.276623
ANAS,303004D,MILANO,SS36,42+236,45.81685,9.321062
ANAS,303004A,MILANO,SS36,42+572,45.819575,9.323037
ANAS,3488,MILANO,SS36,49+281,45.83884,9.39956
ANAS,10051,MILANO,SS36,55+830,45.883128,9.364547
ANAS,910051,MILANO,SS36,55+938,45.883536,9.363265
ANAS,417,MILANO,SS36,59+037,45.902707,9.335747
ANAS,503066,MILANO,SS36RACC,6+328,45.87448,9.432683
ANAS,421,MILANO,SS38,32+856,46.161827,9.811223
ANAS,10038,MILANO,SS38,79+768,46.305892,10.300423
ANAS,503049D,MILANO,SS38VAR,1+020,46.1445,9.4207
ANAS,503049A,MILANO,SS38VAR,8+472,46.140318,9.512907
ANAS,428,MILANO,SS39,9+469,46.15578,10.111897
ANAS,10033,MILANO,SS394,27+275,45.934207,8.775092
ANAS,1502,MILANO,SS394,4+701,45.837697,8.775308
ANAS,435,MILANO,SS42,121+414,46.20132,10.346455
